whois_id,character_id,character_name,slug,descriptor,status,text_path,html_path,has_raw_text,has_raw_html,has_raw_decho,parse_confidence,notes
whois_varvar_1780832170,char_varvar,Varvar,varvar,Tarkhnarb,,data/evidence/whois/text/varvar.txt,data/evidence/whois/html/varvar.html,yes,no,no,medium,query_name=varvar | display_name=Varvar the Black Uruk | epithet_or_title=the Black Uruk
whois_ulairy_1780832177,char_ulairy,Ulairy,ulairy,,,data/evidence/whois/text/ulairy.txt,data/evidence/whois/html/ulairy.html,yes,no,no,medium,query_name=ulairy | display_name=Ulairy - in the memory of Grino | epithet_or_title=- in the memory of Grino
whois_grino_1780832337,char_grino,Grino,grino,Black Númenórean,Retired,data/evidence/whois/text/grino.txt,data/evidence/whois/html/grino.html,yes,no,no,medium,query_name=grino | display_name=Grino Grins | epithet_or_title=Grins
whois_ulairy_1780832470,char_ulairy,Ulairy,ulairy-2,Black Númenórean Mercenary,Retired,data/evidence/whois/text/ulairy-2.txt,data/evidence/whois/html/ulairy-2.html,yes,no,no,medium,query_name=ulairy | display_name=Ulairy - in the memory of Grino | epithet_or_title=- in the memory of Grino
whois_vugluskr_1780832498,char_vugluskr,Vugluskr,vugluskr,Dwarven Battlemaster,Retired,data/evidence/whois/text/vugluskr.txt,data/evidence/whois/html/vugluskr.html,yes,no,no,medium,"query_name=Vugluskr | display_name=Vugluskr | Last login 22 years, 6 months, and 17 days ago from [numerical address]."
whois_orkanoid_1780832511,char_orkanoid,Orkanoid,orkanoid,Orkish Archer,Retired,data/evidence/whois/text/orkanoid.txt,data/evidence/whois/html/orkanoid.html,yes,no,no,medium,"query_name=Orkanoid | display_name=Orkanoid - live fast, die young | epithet_or_title=- live fast, die young"
whois_akela_1780832541,,Akela,akela,Dwarven Battlemaster,Retired,data/evidence/whois/text/akela.txt,data/evidence/whois/html/akela.html,yes,no,no,medium,"query_name=Akela | display_name=Akela the Pack Leader | epithet_or_title=the Pack Leader | Last login 22 years, 3 months, and 18 days ago from [numerical address]."
whois_aeruscator_1780832560,,Aeruscator,aeruscator,Half-elven Healer,Retired,data/evidence/whois/text/aeruscator.txt,data/evidence/whois/html/aeruscator.html,yes,no,no,medium,"query_name=Aeruscator | display_name=Aeruscator the Merchant [AKM] | epithet_or_title=the Merchant [AKM] | Last login 22 years, 3 months, and 30 days ago from [numerical address]."
whois_gangee_1780832781,,Gangee,gangee,Stoor Necromancer,Retired,data/evidence/whois/text/gangee.txt,data/evidence/whois/html/gangee.html,yes,no,no,medium,"query_name=gangee | display_name=Gangee the roly-poly little stoor | epithet_or_title=the roly-poly little stoor | Last login 22 years, 6 months, and 4 days ago from *.edu."
whois_gangee_1780833117,,Gangee,gangee-2,Stoor Necromancer,Retired,data/evidence/whois/text/gangee-2.txt,data/evidence/whois/html/gangee-2.html,yes,no,no,medium,"query_name=gangee | display_name=Gangee the roly-poly little stoor | epithet_or_title=the roly-poly little stoor | Last login 22 years, 6 months, and 4 days ago from *.edu."
whois_ugurz_1780833138,char_ugurz,Ugurz,ugurz,hundred Orkish Assassin,Retired,data/evidence/whois/text/ugurz.txt,data/evidence/whois/html/ugurz.html,yes,no,no,medium,query_name=ugurz | display_name=Ugurz the Forsaken | epithet_or_title=the Forsaken
whois_ugurz_1780833558,char_ugurz,Ugurz,ugurz-2,Orkish Assassin,Retired,data/evidence/whois/text/ugurz-2.txt,data/evidence/whois/html/ugurz-2.html,yes,no,no,medium,query_name=ugurz | display_name=Ugurz the Forsaken | epithet_or_title=the Forsaken
whois_ugurz_1780833675,char_ugurz,Ugurz,ugurz-3,Orkish Assassin,Retired,data/evidence/whois/text/ugurz-3.txt,data/evidence/whois/html/ugurz-3.html,yes,no,no,medium,query_name=ugurz | display_name=Ugurz the Forsaken | epithet_or_title=the Forsaken
whois_devastator_1780833721,char_devastator,Devastator,devastator,Mountain Troll Softskin,Retired,data/evidence/whois/text/devastator.txt,data/evidence/whois/html/devastator.html,yes,no,no,medium,query_name=devastator | display_name=Devastator
whois_labero_1780833736,char_labero,Labero,labero,Black Númenórean Sage,Retired,data/evidence/whois/text/labero.txt,data/evidence/whois/html/labero.html,yes,no,no,medium,query_name=labero | display_name=Labero the Mad | epithet_or_title=the Mad
whois_korn_1780833752,,Korn,korn,Troll,Retired,data/evidence/whois/text/korn.txt,data/evidence/whois/html/korn.html,yes,no,no,medium,query_name=korn | display_name=Korn
whois_azazello_1780833778,char_azazello,Azazello,azazello,Tarkhnarb Champion,Retired,data/evidence/whois/text/azazello.txt,data/evidence/whois/html/azazello.html,yes,no,no,medium,query_name=azazello | display_name=Azazello the Daemon of the Waterless Desert | epithet_or_title=the Daemon of the Waterless Desert
whois_norsu_1780833799,char_norsu,Norsu,norsu,Tarkhnarb Champion,Retired,data/evidence/whois/text/norsu.txt,data/evidence/whois/html/norsu.html,yes,no,no,medium,query_name=norsu | display_name=Norsu has left the building | epithet_or_title=has left the building
whois_huor_1780833817,,Huor,huor,Dúnadan Battlemaster,Retired,data/evidence/whois/text/huor.txt,data/evidence/whois/html/huor.html,yes,no,no,medium,"query_name=huor | display_name=Huor of Dor-lómin, Chieftain of Rhudaur | epithet_or_title=of Dor-lómin, Chieftain of Rhudaur | Last login 26 years, 6 months, and 18 days ago from *.SE."
whois_tuor_1780833829,,Tuor,tuor,Maia,Retired,data/evidence/whois/text/tuor.txt,data/evidence/whois/html/tuor.html,yes,no,no,medium,query_name=tuor | display_name=Tuor of Vinyamar | epithet_or_title=of Vinyamar | role=Cartographer
whois_mochomurka_1780833863,char_mochomurka,Mochomurka,mochomurka,Black Númenórean Warlock,,data/evidence/whois/text/mochomurka.txt,data/evidence/whois/html/mochomurka.html,yes,no,no,medium,query_name=mochomurka | display_name=Mochomurka Ukrutny | epithet_or_title=Ukrutny
whois_relim_1780833876,char_relim,Relim,relim,Man,,data/evidence/whois/text/relim.txt,data/evidence/whois/html/relim.html,yes,no,no,medium,query_name=relim | display_name=Relim N'Ekasrof | epithet_or_title=N'Ekasrof | Last login 5 months and 8 days ago.
whois_porien_1780833903,char_porien,Porien,porien,Maia,,data/evidence/whois/text/porien.txt,data/evidence/whois/html/porien.html,yes,no,no,medium,query_name=porien | display_name=Porien the Knight of Sadness | epithet_or_title=the Knight of Sadness | role=Cartographer
whois_gefe_1780833918,,Gefe,gefe,Maia,Retired,data/evidence/whois/text/gefe.txt,data/evidence/whois/html/gefe.html,yes,no,no,medium,query_name=gefe | display_name=Gefe the Friendly Neighbourhood Ainu | epithet_or_title=the Friendly Neighbourhood Ainu | role=Builder
whois_maartje_1780833943,,Maartje,maartje,Black Númenórean Rider,Retired,data/evidence/whois/text/maartje.txt,data/evidence/whois/html/maartje.html,yes,no,no,medium,query_name=maartje | display_name=Maartje the Black Bi... uhm Witch | epithet_or_title=the Black Bi... uhm Witch
whois_haphet_1780833945,,Haphet,haphet,Mountain Troll Warrior,Retired,data/evidence/whois/text/haphet.txt,data/evidence/whois/html/haphet.html,yes,no,no,medium,query_name=haphet | display_name=Haphet Bloodtroll | epithet_or_title=Bloodtroll
whois_shydaë_1780833957,,Shydaë,shydae,Silvan Quickblade,Retired,data/evidence/whois/text/shydae.txt,data/evidence/whois/html/shydae.html,yes,no,no,medium,"query_name=shydae | display_name=Shydaë the Explorer | epithet_or_title=the Explorer | Last login 20 years, 8 months, and 14 days ago from *.nl."
whois_romaïn_1780833963,,Romaïn,romain,Dwarven Axemaster,Retired,data/evidence/whois/text/romain.txt,data/evidence/whois/html/romain.html,yes,no,no,medium,"query_name=romain | display_name=Romaïn Bloodfire | epithet_or_title=Bloodfire | Last login 21 years, 4 months, and 13 days ago from *.nl."
whois_rik_1780833974,char_rik,Rik,rik,Maia,Retired,data/evidence/whois/text/rik.txt,data/evidence/whois/html/rik.html,yes,no,no,medium,query_name=rik | display_name=Rik Tik TIK BOOM! Served more than 157 kits | epithet_or_title=Tik TIK BOOM! Served more than 157 kits | role=Wright
whois_rik_1780880030,char_rik,Rik,rik-2,Maia,Retired,data/evidence/whois/text/rik-2.txt,data/evidence/whois/html/rik-2.html,yes,no,no,medium,query_name=rik | display_name=Rik Tik TIK BOOM! Served more than 157 kits | epithet_or_title=Tik TIK BOOM! Served more than 157 kits | role=Wright
whois_rik_1780880388,char_rik,Rik,rik-3,Maia,Retired,data/evidence/whois/text/rik-3.txt,data/evidence/whois/html/rik-3.html,yes,no,no,medium,query_name=rik | display_name=Rik Tik TIK BOOM! Served more than 157 kits | epithet_or_title=Tik TIK BOOM! Served more than 157 kits | role=Wright
whois_ainko_1780880761,,Ainko,ainko,Broadbeam Adventurer,Retired,data/evidence/whois/text/ainko.txt,data/evidence/whois/html/ainko.html,yes,no,no,medium,"query_name=ainko | display_name=Ainko the Dwarven Adventurer | epithet_or_title=the Dwarven Adventurer | Last login 1 year, 10 months, and 21 days ago."
whois_tauno_1780894014,char_tauno,Tauno,tauno-2,Dwarven Ranger,Retired,data/evidence/whois/text/tauno-2.txt,data/evidence/whois/html/tauno-2.html,yes,no,no,medium,"query_name=Tauno | display_name=Tauno Tumpelo, 7th Tumunzahar Battalion | epithet_or_title=Tumpelo, 7th Tumunzahar Battalion | Last login 20 years, 8 months, and 5 days ago from *.fi."
whois_aalio_1780895175,char_aalio,Aalio,aalio,Fallohide Hero,Retired,data/evidence/whois/text/aalio.txt,data/evidence/whois/html/aalio.html,yes,no,no,medium,"query_name=Aalio | display_name=Aalio Arvaamaton, Avenger Of Darkness | epithet_or_title=Arvaamaton, Avenger Of Darkness | Last login 21 years, 2 months, and 22 days ago from *.fi."
whois_aalio_1780897598,char_aalio,Aalio,aalio-2,Fallohide Hero,Retired,data/evidence/whois/text/aalio-2.txt,data/evidence/whois/html/aalio-2.html,yes,no,no,medium,"query_name=Aalio | display_name=Aalio Arvaamaton, Avenger Of Darkness | epithet_or_title=Arvaamaton, Avenger Of Darkness | Last login 21 years, 2 months, and 22 days ago from *.fi."
whois_aaz_1780897622,char_aaz,Aaz,aaz,Tarkhnarb Champion,Retired,data/evidence/whois/text/aaz.txt,data/evidence/whois/html/aaz.html,yes,no,no,medium,query_name=Aaz | display_name=Aaz the pervert | epithet_or_title=the pervert
whois_aaz_1780898558,char_aaz,Aaz,aaz-2,Tarkhnarb Champion,Retired,data/evidence/whois/text/aaz-2.txt,data/evidence/whois/html/aaz-2.html,yes,no,no,medium,query_name=aaz | display_name=Aaz the pervert | epithet_or_title=the pervert
whois_abraxas_1780898720,char_abraxas,Abraxas,abraxas,Dwarf,Retired,data/evidence/whois/text/abraxas.txt,data/evidence/whois/html/abraxas.html,yes,no,no,medium,query_name=Abraxas | display_name=Abraxas demands other souls | epithet_or_title=demands other souls | Last login 2 years and 8 days ago.
whois_acheron_1780898725,char_acheron,Acheron,acheron,Sindarin Champion,Retired,data/evidence/whois/text/acheron.txt,data/evidence/whois/html/acheron.html,yes,no,no,medium,"query_name=Acheron | display_name=Acheron | Last login 13 years, 2 months, and 13 days ago from [numerical address]."
whois_achilles_1780898731,char_achilles,Achilles,achilles,Dúnadan Hero,Retired,data/evidence/whois/text/achilles.txt,data/evidence/whois/html/achilles.html,yes,no,no,medium,"query_name=Achilles | display_name=Achilles the Wyrm, Captain of the White Tower | epithet_or_title=the Wyrm, Captain of the White Tower | Last login 4 months and 14 days ago from *.net."
whois_adanedhel_1780898742,char_adanedhel,Adanedhel,adanedhel,Man,Retired,data/evidence/whois/text/adanedhel.txt,data/evidence/whois/html/adanedhel.html,yes,no,no,medium,query_name=Adanedhel | display_name=Adanedhel the Master of Doom | epithet_or_title=the Master of Doom
whois_aegon_1780899052,char_aegon,Aegon,aegon,Man,,data/evidence/whois/text/aegon.txt,data/evidence/whois/html/aegon.html,yes,no,no,medium,"query_name=Aegon | display_name=Aegon Maethýn | epithet_or_title=Maethýn | Last login 7 years, 8 months, and 7 days ago from *.se."
whois_aew_1780899058,char_aew,Aew,aew,Elf,Retired,data/evidence/whois/text/aew.txt,data/evidence/whois/html/aew.html,yes,no,no,medium,query_name=Aew | display_name=Aew | Last login 17 years and 21 days ago.
whois_agân_1780899063,,Agân,agan,Tarkhnarb Shaman,Retired,data/evidence/whois/text/agan.txt,data/evidence/whois/html/agan.html,yes,no,no,medium,query_name=Agan | display_name=Agân
whois_agannardu_1780899074,char_agannardu,Agannardu,agannardu,Black Númenórean,Retired,data/evidence/whois/text/agannardu.txt,data/evidence/whois/html/agannardu.html,yes,no,no,medium,query_name=Agannardu | display_name=Agannardu Kathuphazagan | epithet_or_title=Kathuphazagan
whois_agarakhor_1780899080,char_agarakhor,Agarakhor,agarakhor,Black Númenórean Warlock,Retired,data/evidence/whois/text/agarakhor.txt,data/evidence/whois/html/agarakhor.html,yes,no,no,medium,query_name=Agarakhor | display_name=Agarakhor of Umbar | epithet_or_title=of Umbar
whois_aglar_1780899102,char_aglar,Aglar,aglar,Dwarven Battlemaster,Retired,data/evidence/whois/text/aglar.txt,data/evidence/whois/html/aglar.html,yes,no,no,medium,"query_name=Aglar | display_name=Aglar Soldier of Ironhills | epithet_or_title=Soldier of Ironhills | Last login 8 years, 8 months, and 22 days ago from *.eu."
whois_agonor_1780899107,char_agonor,Agonor,agonor,Dwarven Battlemaster,Retired,data/evidence/whois/text/agonor.txt,data/evidence/whois/html/agonor.html,yes,no,no,medium,"query_name=Agonor | display_name=Agonor Battlesoul, Guardian of Helm's Deep | epithet_or_title=Battlesoul, Guardian of Helm's Deep | Last login 15 years, 5 months, and 3 days ago from *.com."
whois_aielë_1780899113,,Aielë,aiele,Maia,Retired,data/evidence/whois/text/aiele.txt,data/evidence/whois/html/aiele.html,yes,no,no,medium,query_name=Aiele | display_name=Aielë Alenyá | epithet_or_title=Alenyá | role=Cartographer
whois_ajax_1780899129,char_ajax,Ajax,ajax,Maia,,data/evidence/whois/text/ajax.txt,data/evidence/whois/html/ajax.html,yes,no,no,medium,"query_name=Ajax | display_name=Ajax the Greater,Son of Telamon, Bane of Troy | epithet_or_title=the Greater,Son of Telamon, Bane of Troy"
whois_akhorahil_1780899135,char_akhorahil,Akhorahil,akhorahil,Black Númenórean Priest,Retired,data/evidence/whois/text/akhorahil.txt,data/evidence/whois/html/akhorahil.html,yes,no,no,medium,query_name=Akhorahil | display_name=Akhorahil
whois_alantir_1780899146,char_alantir,Alantir,alantir,Maia,Retired,data/evidence/whois/text/alantir.txt,data/evidence/whois/html/alantir.html,yes,no,no,medium,query_name=Alantir | display_name=Alantir Eriëndal | epithet_or_title=Eriëndal | role=Wright
whois_alázar_1780899152,,Alázar,alazar,Half-elven Patriarch,Retired,data/evidence/whois/text/alazar.txt,data/evidence/whois/html/alazar.html,yes,no,no,medium,"query_name=Alazar | display_name=Alázar | Last login 18 years, 7 months, and 30 days ago from [numerical address]."
whois_alcion_1780899157,char_alcion,Alcion,alcion,Sindarin Adventurer,Retired,data/evidence/whois/text/alcion.txt,data/evidence/whois/html/alcion.html,yes,no,no,medium,"query_name=Alcion | display_name=Alcion Agarwaen, forever dark | epithet_or_title=Agarwaen, forever dark | Last login 3 years, 5 months, and 2 days ago."
whois_alderik_1780899163,char_alderik,Alderik,alderik,Elf,Retired,data/evidence/whois/text/alderik.txt,data/evidence/whois/html/alderik.html,yes,no,no,medium,"query_name=Alderik | display_name=Alderik Frystar, The Crazy Idiot | epithet_or_title=Frystar, The Crazy Idiot | Last login 3 years, 6 months, and 20 days ago."
whois_alf_1780899168,char_alf,Alf,alf,Half-Elf,,data/evidence/whois/text/alf.txt,data/evidence/whois/html/alf.html,yes,no,no,medium,query_name=Alf | display_name=Alf
whois_alfank_1780899174,char_alfank,Alfank,alfank,Dwarf,Retired,data/evidence/whois/text/alfank.txt,data/evidence/whois/html/alfank.html,yes,no,no,medium,"query_name=Alfank | display_name=Alfank the Spellblade | epithet_or_title=the Spellblade | Last login 11 years, 10 months, and 28 days ago."
whois_alfo_1780899179,char_alfo,Alfo,alfo,Elf,Retired,data/evidence/whois/text/alfo.txt,data/evidence/whois/html/alfo.html,yes,no,no,medium,"query_name=Alfo | display_name=Alfo La Isla Bonita | epithet_or_title=La Isla Bonita | Last login 20 years, 4 months, and 28 days ago."
whois_alfrim_1780899237,char_alfrim,Alfrim,alfrim,Elf,Retired,data/evidence/whois/text/alfrim.txt,data/evidence/whois/html/alfrim.html,yes,no,no,medium,"query_name=Alfrim | display_name=Alfrim | Last login 17 years, 3 months, and 3 days ago."
whois_algaron_1780899243,char_algaron,Algaron,algaron,Silvan Hero,Retired,data/evidence/whois/text/algaron.txt,data/evidence/whois/html/algaron.html,yes,no,no,medium,"query_name=Algaron | display_name=Algaron the Noble Elf | epithet_or_title=the Noble Elf | Last login 3 years, 6 months, and 26 days ago from [numerical address]."
whois_alhádar_1780899248,,Alhádar,alhadar,Elf,Retired,data/evidence/whois/text/alhadar.txt,data/evidence/whois/html/alhadar.html,yes,no,no,medium,"query_name=Alhadar | display_name=Alhádar the Rampant Preacher | epithet_or_title=the Rampant Preacher | Last login 12 years, 2 months, and 25 days ago."
whois_ali_1780899254,char_ali,Ali,ali,Firebeard Battlemaster,Retired,data/evidence/whois/text/ali.txt,data/evidence/whois/html/ali.html,yes,no,no,medium,query_name=Ali | display_name=Ali G in da house | epithet_or_title=G in da house
whois_alicia_1780899259,char_alicia,Alicia,alicia,Dwarven Weaponsmistress,Retired,data/evidence/whois/text/alicia.txt,data/evidence/whois/html/alicia.html,yes,no,no,medium,query_name=Alicia | display_name=Alicia the creep | epithet_or_title=the creep | Last login 17 years and 30 days ago from *.se.
whois_alizee_1780899265,char_alizee,Alizee,alizee,Sindarin Adventurer,Retired,data/evidence/whois/text/alizee.txt,data/evidence/whois/html/alizee.html,yes,no,no,medium,query_name=Alizee | display_name=Alizee | Last login 16 years and 11 days ago from [numerical address].
whois_alkar_1780899270,char_alkar,Alkar,alkar,Vala,Retired,data/evidence/whois/text/alkar.txt,data/evidence/whois/html/alkar.html,yes,no,no,medium,query_name=Alkar | display_name=Alkar the Radiant | epithet_or_title=the Radiant | role=Mudller
whois_almarian_1780899276,char_almarian,Almarian,almarian,Maia,,data/evidence/whois/text/almarian.txt,data/evidence/whois/html/almarian.html,yes,no,no,medium,"query_name=Almarian | display_name=Almarian - Queen of Númenor, Beloved of Meneldur | epithet_or_title=- Queen of Númenor, Beloved of Meneldur | role=Shaper"
whois_alvedon_1780899281,char_alvedon,Alvedon,alvedon,Sindarin Witch,Retired,data/evidence/whois/text/alvedon.txt,data/evidence/whois/html/alvedon.html,yes,no,no,medium,"query_name=Alvedon | display_name=Alvedon Aerodynamic [NSL] | epithet_or_title=Aerodynamic [NSL] | Last login 19 years, 1 month, and 24 days ago from *.se."
whois_alwëon_1780899287,,Alwëon,alweon,Noldorin Sage,Retired,data/evidence/whois/text/alweon.txt,data/evidence/whois/html/alweon.html,yes,no,no,medium,"query_name=Alweon | display_name=Alwëon of Old | epithet_or_title=of Old | Last login 5 years, 1 month, and 14 days ago."
whois_amandil_1780899292,char_amandil,Amandil,amandil,Vala,Retired,data/evidence/whois/text/amandil.txt,data/evidence/whois/html/amandil.html,yes,no,no,medium,query_name=Amandil | display_name=Amandil the Last Lord of Andúnië | epithet_or_title=the Last Lord of Andúnië | role=Architect
whois_amarant_1780899303,char_amarant,Amarant,amarant,Half-elven Champion,Retired,data/evidence/whois/text/amarant.txt,data/evidence/whois/html/amarant.html,yes,no,no,medium,"query_name=Amarant | display_name=Amarant Silverleaf, Chieftain of Doriath | epithet_or_title=Silverleaf, Chieftain of Doriath"
whois_amàrië_1780899309,,Amàrië,amarie,Elf,Retired,data/evidence/whois/text/amarie.txt,data/evidence/whois/html/amarie.html,yes,no,no,medium,query_name=Amarie | display_name=Amàrië of Valinor | epithet_or_title=of Valinor | Last login 23 years and 18 days ago.
whois_ambolt_1780899314,char_ambolt,Ambolt,ambolt,Dwarf,Retired,data/evidence/whois/text/ambolt.txt,data/evidence/whois/html/ambolt.html,yes,no,no,medium,"query_name=Ambolt | display_name=Ambolt HO! | epithet_or_title=HO! | Last login 17 years, 1 month, and 12 days ago."
whois_amdír_1780899320,,Amdír,amdir,Sindarin Hunter,Retired,data/evidence/whois/text/amdir.txt,data/evidence/whois/html/amdir.html,yes,no,no,medium,"query_name=Amdir | display_name=Amdír of Lothlórien, one of the Galadhrim | epithet_or_title=of Lothlórien, one of the Galadhrim | Last login 13 years, 2 months, and 9 days ago from [numerical address]."
whois_amelia_1780899325,char_amelia,Amelia,amelia,Noldorin Mistress of Healing,Retired,data/evidence/whois/text/amelia.txt,data/evidence/whois/html/amelia.html,yes,no,no,medium,query_name=Amelia | display_name=Amelia Wil Tesla Saillune | epithet_or_title=Wil Tesla Saillune | Last login 10 years and 23 days ago from *.com.
whois_anaconda_1780899331,char_anaconda,Anaconda,anaconda,Orc,Retired,data/evidence/whois/text/anaconda.txt,data/evidence/whois/html/anaconda.html,yes,no,no,medium,query_name=Anaconda | display_name=Anaconda the Solid Snake | epithet_or_title=the Solid Snake
whois_anardil_1780899336,char_anardil,Anardil,anardil,Dúnadan Warden,Retired,data/evidence/whois/text/anardil.txt,data/evidence/whois/html/anardil.html,yes,no,no,medium,"query_name=Anardil | display_name=Anardil of Gondor, Sixth in the Line of Kings | epithet_or_title=of Gondor, Sixth in the Line of Kings | Last login 16 years and 7 days ago from [numerical address]."
whois_ancalimon_1780899342,char_ancalimon,Ancalimon,ancalimon,Man,Retired,data/evidence/whois/text/ancalimon.txt,data/evidence/whois/html/ancalimon.html,yes,no,no,medium,"query_name=Ancalimon | display_name=Ancalimon | Last login 18 years, 4 months, and 5 days ago."
whois_andore_1780899358,char_andore,Andore,andore,Cave Troll Warrior,Retired,data/evidence/whois/text/andore.txt,data/evidence/whois/html/andore.html,yes,no,no,medium,query_name=Andore | display_name=Andore Jr. | epithet_or_title=Jr.
whois_andris_1780899364,char_andris,Andris,andris,Dwarven Battlemaster,Retired,data/evidence/whois/text/andris.txt,data/evidence/whois/html/andris.html,yes,no,no,medium,"query_name=Andris | display_name=Andris - the Mountain Dwarf | epithet_or_title=- the Mountain Dwarf | Last login 24 years, 8 months, and 16 days ago from *.org."
whois_anézka_1780899369,,Anézka,anezka,Black Númenórean,Retired,data/evidence/whois/text/anezka.txt,data/evidence/whois/html/anezka.html,yes,no,no,medium,query_name=Anezka | display_name=Anézka the Vampiric Nun | epithet_or_title=the Vampiric Nun
whois_anneilbalkassoon_1780899380,char_anneilbalkassoon,AnneilBalkassoon,anneilbalkassoon,Troll,Retired,data/evidence/whois/text/anneilbalkassoon.txt,data/evidence/whois/html/anneilbalkassoon.html,yes,no,no,medium,query_name=AnneilBalkassoon | display_name=AnneilBalkassoon the Olog-hai | epithet_or_title=the Olog-hai
whois_anner_1780899386,char_anner,Anner,anner,Orc,Retired,data/evidence/whois/text/anner.txt,data/evidence/whois/html/anner.html,yes,no,no,medium,query_name=Anner | display_name=Anner
whois_anólad_1780899397,,Anólad,anolad,discord bot is a Maia,,data/evidence/whois/text/anolad.txt,data/evidence/whois/html/anolad.html,yes,no,no,medium,query_name=Anolad | display_name=Anólad | role=Cartographer
whois_anselmo_1780899402,char_anselmo,Anselmo,anselmo,Troll,Retired,data/evidence/whois/text/anselmo.txt,data/evidence/whois/html/anselmo.html,yes,no,no,medium,query_name=Anselmo | display_name=Anselmo the Pillar of Eternity | epithet_or_title=the Pillar of Eternity
whois_antar_1780899408,char_antar,Antar,antar,Beorning Hero,Retired,data/evidence/whois/text/antar.txt,data/evidence/whois/html/antar.html,yes,no,no,medium,"query_name=Antar | display_name=Antar of Anduin Vale, Bear of the White Tower | epithet_or_title=of Anduin Vale, Bear of the White Tower | Last login 3 years, 9 months, and 3 days ago from [numerical address]."
whois_anton_1780899413,char_anton,Anton,anton,Silvan Wizard,Retired,data/evidence/whois/text/anton.txt,data/evidence/whois/html/anton.html,yes,no,no,medium,"query_name=Anton | display_name=Anton Gorodeckij | epithet_or_title=Gorodeckij | Last login 15 years, 6 months, and 11 days ago from [numerical address]."
whois_aragil_1780899419,char_aragil,Aragil,aragil,Half-Elf,Retired,data/evidence/whois/text/aragil.txt,data/evidence/whois/html/aragil.html,yes,no,no,medium,"query_name=Aragil | display_name=Aragil the Noble Star | epithet_or_title=the Noble Star | Last login 18 years, 1 month, and 20 days ago."
