source_whois_id,source_character_id,source_character_name,whois_descriptor,whois_text_excerpt,mentioned_name,mention_type,heading,evidence_excerpt,confidence,matched_known_character
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
[Retired].
Last login 20 years, 4 months, and 12 days ago from
    [numerical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Corvin,comma_name_list,,"other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,",high,yes
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
[Retired].
Last login 20 years, 4 months, and 12 days ago from
    [numerical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Varvar,comma_name_list,,"other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,",high,yes
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
[Retired].
Last login 20 years, 4 months, and 12 days ago from
    [numerical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Ulairy,comma_name_list,,"other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,",high,yes
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
[Retired].
Last login 20 years, 4 months, and 12 days ago from
    [numerical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Vugluskr,comma_name_list,,"other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,",high,yes
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
[Retired].
Last login 20 years, 4 months, and 12 days ago from
    [numerical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Orkanoid,comma_name_list,,"other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,",high,yes
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
rical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Emmanuelle,comma_name_list,,"Emmanuelle, Akela, Aeruscator.",low,no
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
rical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Akela,comma_name_list,,"Emmanuelle, Akela, Aeruscator.",high,yes
whois_gray_1780831197,char_gray,Gray,Noldorin Wizard,"…
rical address].

  373/37/11/11/5 (pkills/pkdeaths/mobdeaths/other deaths/demoted levels)
  Max warpoints: warlord.

  ""Newbie scientist is one who wants to change the world. Experienced one is
one changed by the world already.""       I won't try to change it anymore...

  other legends: Candid, Santana, Corvin, Varvar, Ulairy, Vugluskr, Orkanoid,
Emmanuelle, Akela, Aeruscator.
                   MUME site: http://www.cnt.ru/users/snape/MAIN/MAIN.HTM

!# CW>",Aeruscator,comma_name_list,,"Emmanuelle, Akela, Aeruscator.",high,yes
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Akio,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Alderik,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",high,yes
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Francis,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",high,yes
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Ghij,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Harold,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Kim,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Knutt,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
::   | |   | | | |\ \  | + \ /    \ /    \ |   \/   |
  / // // /      **   '-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Kyrania,comma_name_list,,"The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Marieke,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Obthic,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Oksar,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Rhamd,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Synnove,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Tum,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Wanda,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Xyziristine,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
whois_rik_1780833974,char_rik,Rik,Maia,"…
'-'   '-' '-' '-' |   / N /\ N N /\ N | |\  /| |
 / // // /                              | + \ N \/ N N \/ N | | \/ | |
(_)(_)(_)                               |   / \    / \    / | |    | |
 (_)(_)         TIK                     '--'   '--'   '--'  '-'    '-'
   (_)
The Good:  Ainko, Akio, Alderik, Francis, Ghij, Harold, Kim,, Knutt, Kyrania,
Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza
The Evil: Ashmash, Billiam, Brutex, Defcon, Hatchie, Inkathurg, Lentracus,
Maglubhiyet, Myrcea, Oki, Oliksia, Qwestus, Timo, Tym, Wrorg, Zhough

mume.kyrania.com mume@kyrania.com around since 2000
It seems my life moved on. Good",Zhyza,comma_name_list,,"Marieke,  Obthic, Oksar, Rhamd, Synnove, Tum, Wanda, Xyziristine, Zhyza",low,no
